Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR16496190,AMPLICON,501,37407223,PRJNA772946,SAMN22422739,Metagenome or environmental,25075791,BWH,2017-05-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699310,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,171,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,150-1,SRP342268
SRR16496191,AMPLICON,500,70719208,PRJNA772946,SAMN22422738,Metagenome or environmental,46131788,BWH,2017-05-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699309,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,194,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,149-2,SRP342268
SRR16496192,AMPLICON,501,60964250,PRJNA772946,SAMN22422737,Metagenome or environmental,38814224,BWH,2017-05-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699308,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,257,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,149-1,SRP342268
SRR16496193,AMPLICON,501,57587807,PRJNA772946,SAMN22422736,Metagenome or environmental,35223250,BWH,2017-05-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699307,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,283,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,148-15,SRP342268
SRR16496194,AMPLICON,500,47493027,PRJNA772946,SAMN22422735,Metagenome or environmental,30053917,BWH,2017-05-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699306,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,154,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,148-1,SRP342268
SRR16496195,AMPLICON,500,36479282,PRJNA772946,SAMN22422734,Metagenome or environmental,23114334,BWH,2017-05-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699305,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,165,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-6,SRP342268
SRR16496196,AMPLICON,501,33480775,PRJNA772946,SAMN22422733,Metagenome or environmental,21514432,BWH,2017-04-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699304,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,289,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-4,SRP342268
SRR16496197,AMPLICON,500,30864000,PRJNA772946,SAMN22422732,Metagenome or environmental,20152839,BWH,2017-04-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699303,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,279,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-3,SRP342268
SRR16496198,AMPLICON,501,38289235,PRJNA772946,SAMN22422731,Metagenome or environmental,25034474,BWH,2017-04-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699302,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,65,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-25,SRP342268
SRR16496199,AMPLICON,501,39464888,PRJNA772946,SAMN22422587,Metagenome or environmental,27905969,BWH,2016-02-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699301,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,191,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,106-1,SRP342268
SRR16496200,AMPLICON,501,31726107,PRJNA772946,SAMN22422730,Metagenome or environmental,20427011,BWH,2017-04-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699300,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,177,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-2,SRP342268
SRR16496201,AMPLICON,501,36658431,PRJNA772946,SAMN22422729,Metagenome or environmental,22847565,BWH,2017-04-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699299,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,215,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,147-1,SRP342268
SRR16496202,AMPLICON,500,61048557,PRJNA772946,SAMN22422728,Metagenome or environmental,38383748,BWH,2017-04-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699298,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,34,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,146-1,SRP342268
SRR16496203,AMPLICON,500,43032343,PRJNA772946,SAMN22422727,Metagenome or environmental,27438818,BWH,2017-04-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699297,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,17,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,146-0,SRP342268
SRR16496204,AMPLICON,500,42550576,PRJNA772946,SAMN22422726,Metagenome or environmental,27408727,BWH,2017-05-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699296,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,109,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-6,SRP342268
SRR16496205,AMPLICON,500,20317101,PRJNA772946,SAMN22422725,Metagenome or environmental,13295863,BWH,2017-04-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699295,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,139,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-5,SRP342268
SRR16496206,AMPLICON,500,74045831,PRJNA772946,SAMN22422724,Metagenome or environmental,45338739,BWH,2017-04-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699294,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,161,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-4,SRP342268
SRR16496207,AMPLICON,500,60790316,PRJNA772946,SAMN22422723,Metagenome or environmental,38806233,BWH,2017-04-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699293,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,229,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-3,SRP342268
SRR16496208,AMPLICON,500,60965703,PRJNA772946,SAMN22422722,Metagenome or environmental,38856218,BWH,2017-04-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699292,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,270,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-25,SRP342268
SRR16496209,AMPLICON,500,67088454,PRJNA772946,SAMN22422721,Metagenome or environmental,42547615,BWH,2017-04-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699291,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,14,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,145-15,SRP342268
SRR16496210,AMPLICON,501,24260568,PRJNA772946,SAMN22422586,Metagenome or environmental,17267839,BWH,2016-02-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699290,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,110,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,106-0,SRP342268
SRR16496211,AMPLICON,500,66191414,PRJNA772946,SAMN22422720,Metagenome or environmental,43796098,BWH,2017-03-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699289,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,12,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-1,SRP342268
SRR16496212,AMPLICON,500,44307739,PRJNA772946,SAMN22422719,Metagenome or environmental,27225811,BWH,2017-03-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699288,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,133,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,145-0,SRP342268
SRR16496213,AMPLICON,500,21162889,PRJNA772946,SAMN22422718,Metagenome or environmental,13736897,BWH,2017-04-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699287,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,61,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,144-6,SRP342268
SRR16496214,AMPLICON,500,40616427,PRJNA772946,SAMN22422717,Metagenome or environmental,26396638,BWH,2017-04-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699286,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,121,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,144-5,SRP342268
SRR16496215,AMPLICON,500,30363155,PRJNA772946,SAMN22422716,Metagenome or environmental,19372341,BWH,2017-04-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699285,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,180,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,144-4,SRP342268
SRR16496216,AMPLICON,500,22186506,PRJNA772946,SAMN22422715,Metagenome or environmental,14327166,BWH,2017-04-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699284,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,40,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,144-3,SRP342268
SRR16496217,AMPLICON,500,34600650,PRJNA772946,SAMN22422714,Metagenome or environmental,22261226,BWH,2017-03-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699283,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,259,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,144-2,SRP342268
SRR16496218,AMPLICON,501,56887626,PRJNA772946,SAMN22422713,Metagenome or environmental,35818792,BWH,2017-03-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699282,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,276,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,144-1,SRP342268
SRR16496219,AMPLICON,500,38767827,PRJNA772946,SAMN22422712,Metagenome or environmental,25493246,BWH,2017-03-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699281,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,39,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,144-0,SRP342268
SRR16496220,AMPLICON,500,30442780,PRJNA772946,SAMN22422711,Metagenome or environmental,21256728,BWH,2017-03-13,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699280,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,266,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,143-1,SRP342268
SRR16496221,AMPLICON,500,68867679,PRJNA772946,SAMN22422585,Metagenome or environmental,48729169,BWH,2016-01-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699279,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,172,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,105-3,SRP342268
SRR16496222,AMPLICON,501,45393219,PRJNA772946,SAMN22422710,Metagenome or environmental,31823213,BWH,2017-03-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699278,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,93,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,143-0,SRP342268
SRR16496223,AMPLICON,500,92537702,PRJNA772946,SAMN22422709,Metagenome or environmental,57172894,BWH,2017-04-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699277,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,58,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,142-6,SRP342268
SRR16496225,AMPLICON,500,43868152,PRJNA772946,SAMN22422707,Metagenome or environmental,28454546,BWH,2017-03-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699275,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,288,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,142-3,SRP342268
SRR16496226,AMPLICON,500,81002919,PRJNA772946,SAMN22422706,Metagenome or environmental,48726335,BWH,2017-03-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699274,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,277,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,142-2,SRP342268
SRR16496227,AMPLICON,500,83425162,PRJNA772946,SAMN22422705,Metagenome or environmental,51421127,BWH,2017-03-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699273,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,245,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,142-1,SRP342268
SRR16496228,AMPLICON,500,40923076,PRJNA772946,SAMN22422704,Metagenome or environmental,28603742,BWH,2017-03-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699272,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,222,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,140-6,SRP342268
SRR16496229,AMPLICON,500,44653802,PRJNA772946,SAMN22422703,Metagenome or environmental,31318386,BWH,2017-03-22,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699271,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,253,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,140-5,SRP342268
SRR16496230,AMPLICON,500,46648198,PRJNA772946,SAMN22422702,Metagenome or environmental,33104919,BWH,2017-03-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699270,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,241,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,140-4,SRP342268
SRR16496231,AMPLICON,501,45024861,PRJNA772946,SAMN22422701,Metagenome or environmental,31479584,BWH,2017-03-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699269,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,212,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,140-3,SRP342268
SRR16496232,AMPLICON,501,39423884,PRJNA772946,SAMN22422670,Metagenome or environmental,27832112,BWH,2016-12-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699268,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,214,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,132-2,SRP342268
SRR16496233,AMPLICON,501,51313091,PRJNA772946,SAMN22422669,Metagenome or environmental,36340249,BWH,2016-12-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699267,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,163,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,132-1,SRP342268
SRR16496234,AMPLICON,501,36846040,PRJNA772946,SAMN22422668,Metagenome or environmental,25950623,BWH,2016-11-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699266,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,290,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,132-0,SRP342268
SRR16496235,AMPLICON,500,25450068,PRJNA772946,SAMN22422667,Metagenome or environmental,17978535,BWH,2016-12-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699265,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,169,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-6,SRP342268
SRR16496236,AMPLICON,500,34052640,PRJNA772946,SAMN22422666,Metagenome or environmental,24106995,BWH,2016-12-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699264,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,69,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-5,SRP342268
SRR16496237,AMPLICON,500,64689822,PRJNA772946,SAMN22422665,Metagenome or environmental,45093792,BWH,2016-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699263,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,160,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-4,SRP342268
SRR16496238,AMPLICON,501,36149608,PRJNA772946,SAMN22422664,Metagenome or environmental,25556834,BWH,2016-12-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699262,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,11,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-3,SRP342268
SRR16496239,AMPLICON,500,37730627,PRJNA772946,SAMN22422663,Metagenome or environmental,26619660,BWH,2016-12-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699261,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,197,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-2,SRP342268
SRR16496240,AMPLICON,501,41281423,PRJNA772946,SAMN22422662,Metagenome or environmental,28967438,BWH,2016-11-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699260,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,44,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,131-1,SRP342268
SRR16496241,AMPLICON,500,45178138,PRJNA772946,SAMN22422661,Metagenome or environmental,31946929,BWH,2016-11-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699259,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,143,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,130-1,SRP342268
SRR16496242,AMPLICON,500,37837610,PRJNA772946,SAMN22422580,Metagenome or environmental,27246350,BWH,2016-01-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699258,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,47,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,103-3,SRP342268
SRR16496243,AMPLICON,500,40883425,PRJNA772946,SAMN22422660,Metagenome or environmental,29203269,BWH,2016-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699257,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,262,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,130-0,SRP342268
SRR16496244,AMPLICON,500,57312677,PRJNA772946,SAMN22422659,Metagenome or environmental,39822079,BWH,2016-12-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699256,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,227,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:12:00Z,1,129-6,SRP342268
SRR16496245,AMPLICON,500,45840782,PRJNA772946,SAMN22422658,Metagenome or environmental,31825697,BWH,2016-12-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699255,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,210,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,129-5,SRP342268
SRR16496246,AMPLICON,500,36858616,PRJNA772946,SAMN22422657,Metagenome or environmental,25838783,BWH,2016-12-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699254,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,96,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:11:00Z,1,129-4,SRP342268
